name_eng_x,date_of_birth,url_x,name_new,name_kor,name_eng_y,url_y
,2003-03-08,,hyi beom jeon,전희범,Hee-Beom Jeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15103
,2000-01-28,,hyi jae lee,이희재,Hui-Jae Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13133
,1995-03-22,,hyi joo park,박희주,Hee-Joo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=13123
,1980-10-12,,hyi seong kang,강희성,Hee-Seong Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10346
,1985-05-13,,hyi sug kwon,권희석,Hei-Sug Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10805
,1994-06-07,,hyi won kim,김희원,Hee-Won Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13185
,1995-12-07,,hyi yeong yoon,윤희영,Hee-Young Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13118
,1989-03-02,,hyo eui hong,홍효의,Hyo-Ui Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11105
,1990-04-18,,hyo il park,박효일,Hyo-il Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11072
,1994-03-30,,hyo jun lee,이효준,Hyo-Jun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13253
,1996-08-09,,hyo jun yang,양효준,Hyo-Jun Yang,https://statiz.sporki.com/player/?m=playerinfo&p_no=12555
,1990-01-22,,hyo sang lee,이효상,Hyo-Sang Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11067
,1999-04-01,,hyo seung shin,신효승,Hyo-Seung Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=13097
,2000-12-24,,hyo soo shin,신효수,Hyo-soo Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=16137
,1999-03-10,,hyo won cho,조효원,Jo Hyo-Won,https://statiz.sporki.com/player/?m=playerinfo&p_no=15055
,1994-07-16,,hyo yong ryu,류효용,Hyo-Yong Ryu,https://statiz.sporki.com/player/?m=playerinfo&p_no=13001
,1990-08-16,,ik hyeon lim,임익현,Ik-Hyeon Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10373
,1981-02-25,,ik soo kim,김익수,Ik-Soo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11454
,2004-03-07,,il hoon park,박일훈,Il-Hoon Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15438
,1996-06-24,,in ho kang,강인호,In-Ho Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14198
,2004-01-29,,in hyeok bae,배인혁,In-Hyuk Bae,https://statiz.sporki.com/player/?m=playerinfo&p_no=15449
,1988-05-19,,in kwon hwang,황인권,In-Kwon Hwang,https://statiz.sporki.com/player/?m=playerinfo&p_no=16143
,1992-06-01,,in seok jeong,정인석,In-Seok Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=12977
,1997-11-26,,in tae yeo,여인태,In-Tae Yeo,https://statiz.sporki.com/player/?m=playerinfo&p_no=12873
,2001-12-14,,in woo park,박인우,In-woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16051
,2001-05-20,,jae ho lee,이재호,JAE-HO LEE,https://statiz.sporki.com/player/?m=playerinfo&p_no=15871
,1991-04-07,,jae ho yoo,유재호,Jae-Ho Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10757
,1988-08-25,,jae hoon jang,장재훈,Jae-Hun Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10918
,2004-04-14,,jae hwan jeong,정재환,Jae-Hwan Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15447
,1993-05-22,,jae hyeok choi,최재혁,Jae-hyeok Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12626
,2002-08-16,,jae hyeok jang,장재혁,Jae-Hyeok Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=15043
,1995-03-09,,jae hyeok jin,진재혁,Jae-Hyuk Jin,https://statiz.sporki.com/player/?m=playerinfo&p_no=13248
,2000-12-02,,jae hyeon kim,김재현,Jae-Hyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15440
,2005-11-22,,jae hyeong kim,김재형,JAE-HYUNG KIM,https://statiz.sporki.com/player/?m=playerinfo&p_no=15872
,1989-08-16,,jae in lee,이재인,Jae-In Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10712
,2002-06-26,,jae joong kim,김재중,Jae-Joong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14830
,1999-08-23,,jae keon cho,조재건,Jae-Geon Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=13100
,1996-06-18,,jae kwan lee,이재관,Jae-Kwan Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13273
,2003-07-03,,jae kyu park,박재규,Jae-Gyu Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15429
,2005-08-31,,jae min kim,김재민,Jae-min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16062
,1997-05-01,,jae min seol,설재민,Seol Jae-Min,https://statiz.sporki.com/player/?m=playerinfo&p_no=14636
,1994-04-13,,jae rok lee,이재록,Jae-Rok Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13193
,2001-03-15,,jae seong lee,이재성,Jae-Seong Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14684
,1999-07-29,,jae seung lee,이재승,Jae-Seung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13099
,2001-06-14,,jae won jeong,정재원,Jae-Won Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=14701
,2001-07-26,,jae won noh,노재원,Noh Jae-won,https://statiz.sporki.com/player/?m=playerinfo&p_no=16012
,1994-05-22,,jae wook lee,이재욱,Jae-Wook Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12881
,1990-09-25,,jae yeong hong,홍재영,Hong Jae-young,https://statiz.sporki.com/player/?m=playerinfo&p_no=10307
,1994-08-24,,jae yeong lee,이재영,Jae-Young Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13224
,1987-07-04,,jae yoo kim,김재우,Jae-Yoo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10356
,1994-08-19,,jae yoon shim,심재윤,Jae-Yoon Sim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11089
,1999-02-20,,jang eun moon,문장은,Jang-Eun Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13121
,1984-03-02,,jang hwan lee,이장환,Jang-Hwan Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10149
,1989-10-16,,jang hyi lee,이장희,Jang-Hui Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10856
,2003-09-02,,jang min park,박장민,Jang-Min Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15506
,2000-11-17,,jang min seo,서장민,Jang-Min Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=14120
,2003-10-07,,jang yoon eom,엄장윤,Eum Jang-Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15052
,2001-03-12,,je beom park,박제범,Je-Beom Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14859
,2003-02-26,,je mo yoo,유제모,Je-mo Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=16099
,1997-03-23,,je wang shin,신제왕,Je-Wang Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=14194
,1991-05-10,,je woo lee,이제우,Je-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10019
,1990-12-05,,je woo lim,임제우,Je-Woo Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11251
,1990-07-27,,je yun park,박제윤,Je-Yun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11403
,2003-08-15,,jeong bin moon,문정빈,Jeong-Bin Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15086
,2002-06-14,,jeong bin park,박정빈,Jeong-Bin Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14862
,1998-07-13,,jeong ho kim,김정호,Jeong-Ho Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14829
,1997-05-15,,jeong hoon ahn,안정훈,Jung-Hoon An,https://statiz.sporki.com/player/?m=playerinfo&p_no=12628
,2000-09-08,,jeong hoon lee,이정훈,Jeong-Hun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14107
,1986-10-24,,jeong hoon park,박정훈,Jung-hun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11171
,2003-10-14,,jeong hoon park,박정훈,Jeong-Hun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15076
,2001-07-09,,jeong hoon seo,서정훈,Jung-hoon Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=16120
,2003-07-06,,jeong hoon yoon,윤정훈,Jung-Hoon Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15044
,2003-04-28,,jeong hwan shin,신정환,Jeong-Hwan Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=15038
,1996-05-08,,jeong hyeon park,박정현,Jung-Hyun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=12687
,2005-05-24,,jeong hyeon park,박정현,Jung-hyun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16032
,1999-03-29,,jeong jae lee,이정재,Jung-Jae Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15628
,2001-08-15,,jeong joo kim,김정주,Jung-Joo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14815
,2004-05-10,,jeong kyun lim,임정균,Jeong-Gyun Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15489
,1992-11-18,,jeong min kim,김정민,Jeong-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11412
,1988-08-25,,jeong min lee,이정민,Jeong-Min Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10181
,1988-08-31,,jeong min yoo,유정민,Jung-Min Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10830
,1999-09-10,,jeong tae choi,최정태,Jung-Tae Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=15619
,1999-06-14,,jeong won lee,이정원,Jung-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15611
,2004-01-13,,jeong woo jeong,정정우,Jeong-Woo Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15095
,2001-02-28,,jeong woo lee,이정우,Jung-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14678
,1986-12-02,,jeong woo pang,방정우,Jung-Woo Bang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10874
,1996-03-21,,jeong woo park,박정우,Jeong-Woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14686
,1994-02-16,,jeong woong kye,계정웅,Jeong-Woong Gye,https://statiz.sporki.com/player/?m=playerinfo&p_no=13266
,1991-03-14,,jeong yoon lee,이정윤,Jung-Yoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12557
,1993-12-03,,ji han lim,임지한,Ji-Han Im,https://statiz.sporki.com/player/?m=playerinfo&p_no=12945
,2000-10-21,,ji han park,박지한,Ji-Han Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14650
,1986-08-10,,ji ho kim,김지호,Ji-ho Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11354
,1995-11-22,,ji ho park,박지호,Ji-Ho Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=13153
,1998-05-17,,ji hoon hong,홍지훈,Hong Ji-Hun,https://statiz.sporki.com/player/?m=playerinfo&p_no=12879
,1993-03-19,,ji hoon kim,김지훈,Ji-Hoon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10878
,1998-07-07,,ji hoon kim,김지훈,Ji-hun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12925
,2003-03-04,,ji hoon lee,이지훈,Ji-Hoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15082
,1998-11-06,,ji hoon lim,임지훈,Ji-hoon Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13139
,2000-01-29,,ji hoon seong,성지훈,Ji-Hoon Sung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15631
,2005-07-25,,ji hwan seung,승지환,Ji-hwan Seung,https://statiz.sporki.com/player/?m=playerinfo&p_no=16116
,1992-03-13,,ji hyeok lee,이지혁,Ji-Hyuk Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10745
,1998-10-04,,ji hyeon kim,김지현,Ji-hyeon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16140
,2001-09-21,,ji min kim,김지민,Ji-min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16037
,2001-11-02,,ji seok kil,길지석,Ji-Seok Gil,https://statiz.sporki.com/player/?m=playerinfo&p_no=14685
,2004-05-27,,ji seong kim,김지성,Ji-sung Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16131
,1998-04-29,,ji won choi,최지원,Ji-Won Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14195
,1994-04-15,,ji won lee,이지원,Ji-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12929
,1994-05-22,,ji woo lee,이지우,Ji-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11250
,2001-03-30,,ji woon han,한지운,Ji-Woon Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=14643
,1991-11-30,,ji woon hong,홍지운,Ji-Woon Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11254
,2004-05-14,,ji woong choi,최지웅,Ji-woong Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=16081
,2003-07-07,,ji woong han,한지웅,Ji-Woong Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=15091
,2001-07-20,,ji yong han,한지용,Ji-Yong Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=14604
,2002-10-07,,ji yong kim,김지용,Ji-Yong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14843
,1997-12-03,,ji you lim,임지유,Ji-You Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12597
,2002-11-26,,jin ahn,안진,Jin Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=14876
,1996-03-28,,jin doo park,박진두,Jin-Doo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11424
,2001-06-16,,jin heo,허진,jin Heo,https://statiz.sporki.com/player/?m=playerinfo&p_no=16139
,2003-06-20,,jin heok yang,양진혁,Jin-Heok Yang,https://statiz.sporki.com/player/?m=playerinfo&p_no=15087
,1992-11-23,,jin ho bae,배진호,Jin-Ho Bae,https://statiz.sporki.com/player/?m=playerinfo&p_no=11421
,1992-11-14,,jin ho choi,최진호,Jin-Ho Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=10790
,2004-09-20,,jin ho jeong,정진호,Jin-Ho Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15525
,1991-08-01,,jin je moon,문진제,Jin-Je Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=11209
,1994-03-28,,jin keun ahn,안진근,Jin-Geun Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=11088
,1994-11-26,,jin kyeong lee,이진경,Jin-Kyung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13182
,1999-02-09,,jin kyu sohn,손진규,Jin-Gyu son,https://statiz.sporki.com/player/?m=playerinfo&p_no=15066
,1997-09-25,,jin soo jeong,정진수,Jin-Soo Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=14698
,2003-02-15,,jin su baek,백진수,Jin-Su Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=15070
,1998-05-06,,jin su park,박진수,Jin-Su Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=12874
,1988-11-24,,jin woo baek,백진우,Jin-Woo Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=10898
,1996-04-04,,jin woo jeon,전진우,Jin-Woo Jeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14154
,2002-10-28,,jin woo kim,김진우,Jin-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14831
,2003-10-14,,jin woo park,박진우,Jin-Woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15507
,1993-05-03,,jin woo yeom,염진우,Jin-Woo Yeom,https://statiz.sporki.com/player/?m=playerinfo&p_no=12584
,1989-07-23,,jin wook lee,이진욱,Jin-Wook Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10862
,1992-10-02,,jin yeong lee,이진영,Jin-Young Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12601
,2005-04-09,,jong hae won,원종해,Jong-hae Won,https://statiz.sporki.com/player/?m=playerinfo&p_no=16059
,1996-08-01,,jong hoon jeon,전종훈,Jong-Hun Jeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14197
,1998-10-27,,jong hwan kim,김종환,Jong-Hwan Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12880
,2003-12-15,,jong hwi woo,우종휘,Jong-Hwi Woo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15093
,1996-10-29,,jong hwi yoon,윤종휘,Jong-Hwi Yun,https://statiz.sporki.com/player/?m=playerinfo&p_no=14726
,2005-08-27,,jong hyeok won,원종혁,Jong-hyeok Won,https://statiz.sporki.com/player/?m=playerinfo&p_no=16114
,1994-06-30,,jong hyeon choi,최종현,Jong-Hyun Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12884
,1996-03-21,,jong jin jeong,정종진,Jong-Jin Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=12599
,1987-03-05,,jong jin kim,김종진,Jong-Jin Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10781
,1981-09-23,,jong kil jin,진종길,Jin Jong-Kil,https://statiz.sporki.com/player/?m=playerinfo&p_no=15792
,1990-04-03,,jong mun kim,김종문,Jong-Mun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10809
,1983-04-18,,jong seob park,박종섭,Jong-Seop Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10175
,1994-06-24,,jong seong kim,김종성,Jong-Sung Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13002
,1998-08-24,,jong soo baek,백종수,Jong-Soo Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=14839
,1998-02-24,,jong wan lee,이종완,Jong-Wahn Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14879
,2005-02-07,,jong woo kim,김종우,Jong-woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16019
,1996-03-01,,jong wook park,박종욱,Jong-Wook Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=11384
,1994-03-25,,joo eun song,송주은,Ju-Eun Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=11082
,2003-06-25,,joo hoon kim,김주훈,Ju-hun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16129
,2004-10-29,,joo hwan kim,김주환,Ju-Hwan Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15460
,1998-10-01,,joo hyeong lee,이주형,Ju-Hyeong Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12876
,2002-12-20,,joo hyeong lee,이주형,Ju-Hyung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15116
,1999-05-24,,joo seob kim,김주섭,Joo-Sub Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15620
,1999-10-07,,joo wan kim,김주완,Ju-Wahn Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14833
,1998-08-08,,joo won jeong,정주원,Ju-Won Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=14882
,1991-08-30,,joo won kim,김주원,Ju-Won Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11309
,1999-01-31,,joo won seo,서주원,Joo-Won Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=13165
,1996-04-19,,joo yeob choi,최주엽,Ju-Yeop Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12641
,1994-12-08,,joo yeong song,송주영,Joo-Young Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=11095
,1988-08-03,,joon ho wi,위준호,Joon-Ho Wee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10797
,1993-01-30,,joon hyeong lee,이준형,Jun-Hyung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12600
,2003-07-28,,joon hyeong lim,임준형,Jun-Hyeong Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15107
,2002-05-19,,joon ki lee,이준기,June-Ki Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14875
,1990-07-23,,joon pyeong lee,이준평,Joon-Pyung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12972
,1999-05-31,,joon woo kim,김준우,Joon-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14119
,1993-11-30,,joon yeong ahn,안준영,Joon-Young An,https://statiz.sporki.com/player/?m=playerinfo&p_no=12596
,2003-11-18,,joon yeong kim,김준영,Joon-Young Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15471
,1998-07-27,,joong seok lee,이중석,Lee Jung-Seok,https://statiz.sporki.com/player/?m=playerinfo&p_no=15737
,1998-08-26,,jun ahn,안준,Jun An,https://statiz.sporki.com/player/?m=playerinfo&p_no=13270
,2002-07-16,,jun beom lee,이준범,Jun-Beom Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14823
,1996-01-19,,jun beom park,박준범,Jun-Beom Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14702
,1991-12-09,,jun ho kim,김준호,Jun-Ho Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10185
,2001-08-31,,jun ho ok,옥준호,Jun-ho Ok,https://statiz.sporki.com/player/?m=playerinfo&p_no=15123
,2000-01-19,,jun ho park,박준호,Jun-Ho Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14190
,1999-05-12,,jun hyeok cho,조준혁,Jun-Hyuk Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=15623
,1996-07-25,,jun hyeok choi,최준혁,Jun-hyeok Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14215
,2003-06-30,,jun hyeok lee,이준혁,Jun-Hyeok Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15111
,1997-02-22,,jun hyeon kim,김준현,Jun-Hyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12623
,1985-03-22,,jun hyeong ahn,안준형,Jun-Hyeong An,https://statiz.sporki.com/player/?m=playerinfo&p_no=10115
,1988-08-18,,jun hyi kim,김준희,Jun-Hee Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10727
,2004-01-06,,jun hyi lee,이준희,Jun-Hee Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15522
,2003-05-23,,jun kyo seo,서준교,Jun-Kyo Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15120
,1997-10-23,,jun mo ahn,안준모,Jun-Mo An,https://statiz.sporki.com/player/?m=playerinfo&p_no=12636
,1992-04-06,,jun myeong lee,이준명,Jun-Myung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10932
,2002-12-18,,jun myeong lee,이준명,Jun-Myung Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15526
,1991-04-08,,jun pyo hong,홍준표,Jun-Pyo Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=13276
,2002-03-16,,jun sang kim,김준상,Jun-Sang Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14827
,2005-09-26,,jun seo baek,백준서,Jun-seo Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=16045
,2000-06-29,,jun seo choi,최준서,Jun-seo Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=16112
,2004-11-18,,jun seo lee,이준서,Jun-Seo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15487
,2001-03-26,,jun seok kim,김준석,Jun-Seok Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15140
,1994-05-19,,jun sik choi,최준식,Jun-Sik Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=11075
,2005-05-31,,jun won kim,김준원,Jun-won Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16063
