name_eng_x,date_of_birth,url_x,name_new,name_kor,name_eng_y,url_y
,2002-08-06,,seong hyeon cho,조성현,Jo Sung-Hyeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14828
,1996-10-24,,seong hyeon kim,김성현,Sung-hyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12633
,1999-01-29,,seong hyup kim,김성협,Sung-Hyup Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12911
,2003-03-21,,seong jae park,박성재,Sung-Jae Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15110
,1997-03-12,,seong jin ha,하성진,Sung-Jin Ha,https://statiz.sporki.com/player/?m=playerinfo&p_no=12615
,1994-03-02,,seong jin kim,김성진,Seong-Jin Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11128
,2003-03-28,,seong joo lee,이성주,Seong-Ju Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15061
,1999-09-07,,seong joo maeng,맹성주,Seong-ju Maeng,https://statiz.sporki.com/player/?m=playerinfo&p_no=13166
,2005-11-28,,seong joon park,박성준,Seong-jun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16094
,2003-03-09,,seong jun kwon,권성준,Sung-Jun Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15096
,2001-11-16,,seong jun lim,임성준,Seong-Jun Im,https://statiz.sporki.com/player/?m=playerinfo&p_no=15031
,1984-09-29,,seong kil yoon,윤성길,Seong-Gil Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10144
,1999-10-01,,seong kyeung kim,김성경,SUNG-KYEUNG KIM,https://statiz.sporki.com/player/?m=playerinfo&p_no=15867
,2001-07-06,,seong kyun kim,김성균,Seong-kyun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14723
,2002-07-05,,seong min choi,최성민,Seong-Min Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14870
,1991-03-29,,seong min jeong,정성민,Sung-Min Jeong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11295
,1997-08-18,,seong min kim,김성민,Seong-min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13183
,2000-08-27,,seong min kim,김성민,Seong-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14730
,1996-07-10,,seong min ko,고성민,Seong-Min Ko,https://statiz.sporki.com/player/?m=playerinfo&p_no=14112
,2002-09-28,,seong min lee,이성민,Sung-Min Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15019
,1999-04-08,,seong min oh,오성민,Seong-Min Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=15131
,1998-01-31,,seong min park,박성민,Sung-Min Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=12878
,1990-08-01,,seong min seo,서성민,Sung-Min Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10283
,1987-07-29,,seong pil ahn,안성필,Sung-Pil An,https://statiz.sporki.com/player/?m=playerinfo&p_no=10338
,1997-09-13,,seong taek kim,김성택,Sung-Taek Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12630
,1999-11-02,,seong won lee,이성원,Seong-Won Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13140
,1989-01-30,,seong woo cho,조성우,Seong-u Jo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10615
,1994-12-17,,seong woo ko,고성우,Seong-Woo Ko,https://statiz.sporki.com/player/?m=playerinfo&p_no=13277
,1999-03-10,,seong woo min,민성우,Seong-Woo Min,https://statiz.sporki.com/player/?m=playerinfo&p_no=15135
,1998-09-01,,seong woo park,박성우,Sung-Woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14852
,1986-06-12,,seong woong hwang,황성웅,Hwang Sung-woong,https://statiz.sporki.com/player/?m=playerinfo&p_no=10308
,1993-08-25,,seong yong moon,문성용,Seong-Yong Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13922
,1991-06-15,,seong yoon kim,김성윤,Seong-yun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11340
,2004-03-06,,seung bin joo,주승빈,Seung-Bin Joo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15072
,1984-05-29,,seung cheol yeo,여승철,Yeo Seung-cheol,https://statiz.sporki.com/player/?m=playerinfo&p_no=11210
,2005-03-04,,seung eon lee,이승언,Seung-eon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16036
,2005-03-24,,seung ho park,박승호,Seung-ho Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16134
,1990-09-16,,seung hoo kim,김승후,Seung-Hoo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13267
,1996-09-16,,seung hoon choi,최승훈,Seung-hoon Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12603
,1994-01-03,,seung hoon kang,강승훈,Seung-Hoon Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=12559
,2004-08-12,,seung hoon lee,이승훈,Seung-Hoon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15469
,1999-01-05,,seung hoon park,박승훈,Seung-Hoon Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15641
,2005-01-26,,seung hyeon lee,이승현,Seung-hyun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16034
,2005-06-08,,seung hyeon lee,이승현,Seung-hyeon Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16113
,1989-02-20,,seung hyeon noh,노승현,Seung-Hyeon Noh,https://statiz.sporki.com/player/?m=playerinfo&p_no=10906
,2002-04-02,,seung jin moon,문승진,Seung-jin Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=14874
,1998-07-22,,seung joo choi,최승주,Seung-Ju Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12870
,1995-09-10,,seung jun kim,김승준,Seung-Jun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15134
,2001-07-06,,seung ki min,민승기,Seung-Gi Min,https://statiz.sporki.com/player/?m=playerinfo&p_no=15137
,1991-01-07,,seung min choi,최승민,Seung-min Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12643
,1987-08-18,,seung min choo,추승민,Seung-Min Choo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10723
,2005-01-06,,seung min lee,이승민,Seung-min Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16039
,1986-01-29,,seung ryong yoo,유승룡,Seung-ryong Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=10015
,1998-06-17,,seung taek oh,오승택,Seung-Taek Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=15118
,2001-03-15,,seung wan ko,고승완,Seung-wan Ko,https://statiz.sporki.com/player/?m=playerinfo&p_no=16061
,1988-01-01,,seung wan park,박승완,Seung-Wahn Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=13278
,2001-12-06,,seung won hong,홍승원,Seung-Won Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=14864
,2004-06-08,,seung won woo,우승원,Seung-Won Woo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15478
,1999-11-05,,seung woo jeon,전승우,Seung-woo Jeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15138
,1997-07-01,,seung woo lee,이승우,Seung-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12542
,1993-03-02,,seung woo park,박승우,Seung-Woo Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=10861
,1993-07-08,,seung yeol yoon,윤승열,Seung-Yeol Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10915
,2003-06-09,,seung yeon han,한승연,Seung-Yeon Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=15064
,2001-06-25,,seung yoon oh,오승윤,Seung-Yoon Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=16024
,1992-08-08,,shin ho lim,임신호,Shin-ho Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10773
,1999-07-14,,shin hoi kim,김신회,Shin-Hoe Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14218
,1992-05-20,,si ha jang,장시하,Si-Ha Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10817
,1999-01-29,,si heon seong,성시헌,Si-Heon Seong,https://statiz.sporki.com/player/?m=playerinfo&p_no=13134
,2000-07-19,,si hyeok choi,최시혁,Si-Hyuk Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14157
,2001-12-21,,si hyeon jang,장시현,Si-Hyeon Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14824
,2003-10-30,,si on kim,김시온,Si-On Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15502
,1998-09-30,,si on park,박시온,Si-On Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16157
,2004-01-28,,si wan kim,김시완,Si-Wahn Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15108
,2004-03-16,,si won park,박시원,Si-Won Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=15505
,1995-11-02,,si woo kim,김시우,Si-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14213
,1986-09-27,,si yeong byeon,변시영,Si-Yeong Byun,https://statiz.sporki.com/player/?m=playerinfo&p_no=10513
,1999-03-08,,si yun park,박시윤,Si-Yun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=13170
,2004-08-08,,song chan lee,이송찬,Song-Chan Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=15436
,2000-07-19,,soo ho choi,최수호,Soo-Ho Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14148
,2000-04-17,,soo hyeon park,박수현,Soo-Hyun Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14188
,1997-04-08,,su bin choi,최수빈,Su-bin Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=12618
,1994-04-05,,su bin kong,공수빈,Su-Bin Gong,https://statiz.sporki.com/player/?m=playerinfo&p_no=13086
,1999-08-11,,su yong park,박수용,Su-Yong Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14182
,1998-12-30,,sun myeong cho,조선명,Sun-Myung Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=13106
,1991-01-08,,tae gon kil,길태곤,Tai-Gon Gil,https://statiz.sporki.com/player/?m=playerinfo&p_no=10352
,2001-01-03,,tae ho eom,엄태호,Eom Tae-ho,https://statiz.sporki.com/player/?m=playerinfo&p_no=14640
,2001-02-15,,tae ho kim,김태호,Tae-ho Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16050
,2003-10-10,,tae ho yoon,윤태호,Tae-Ho Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=15104
,1989-08-02,,tae jin cho,조태진,Tae-Jin Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=10823
,1997-04-30,,tae joon jeon,전태준,Tae-Joon Jeon,https://statiz.sporki.com/player/?m=playerinfo&p_no=12890
,2001-04-18,,tae kyeom lee,이태겸,Tae-Gyeom Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16025
,1990-05-27,,tae kyeong ahn,안태경,Tae-Kyung An,https://statiz.sporki.com/player/?m=playerinfo&p_no=11396
,2003-05-03,,tae kyeong eom,엄태경,Eom Tae-Kyoung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15088
,2000-02-21,,tae kyu lee,이태규,Tae-Gyu Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14179
,1997-02-12,,tae seong choi,최태성,Tae-sung Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14727
,1994-08-17,,tae soo kim,김태수,Tae-Soo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12886
,1992-02-20,,tae sun oh,오태선,Tae-Sun Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=10721
,2004-09-17,,tae wan kang,강태완,Tae-wan Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=16070
,1993-02-03,,tae wan kim,김태완,Tae-Wahn Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13000
,2005-03-29,,tae wan kim,김태완,Tae-wan Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16075
,2005-09-04,,tae wan park,박태완,Tae-wan Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=16033
,1992-02-17,,tae won park,박태원,Park Tae-Won,https://statiz.sporki.com/player/?m=playerinfo&p_no=15853
,1995-02-20,,tae woo kim,김태우,Tae-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14688
,1999-09-15,,tae woo kim,김태우,Tae-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13158
,2003-02-28,,tae woon kim,김태윤,Tae-Woon Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15030
,1997-07-04,,tae yeong kim,김태영,Tae-Young Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12556
,2002-08-12,,tae yoon lim,임태윤,Tae-Yoon Lim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14772
,2004-10-07,,tae yun kim,김태윤,Tae-yun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=16079
,1993-09-24,,taek hyeong kwon,권택형,Taek-hyeong Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10865
,2000-06-12,,taek woo kim,김택우,Taek-Woo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15622
,1992-08-06,,wang joong baek,백왕중,Wang-jung Baek,https://statiz.sporki.com/player/?m=playerinfo&p_no=10839
,2000-10-16,,won bin hong,홍원빈,Won-bin Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=14177
,1999-02-08,,won bin lee,이원빈,Won-Bin Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=13116
,2003-02-24,,won ho jang,장원호,Won-Ho Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=16142
,1991-07-17,,won jae shin,신원재,Won-Jae Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=11234
,2002-03-13,,won jin kang,강원진,Won-Jin Kang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14832
,2004-05-01,,won joon choi,최원준,Won-Jun Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=15428
,2001-05-01,,won kyeong kim,김원경,Won-kyung Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14791
,1997-02-22,,won seok cheon,천원석,Won-Seok Cheon,https://statiz.sporki.com/player/?m=playerinfo&p_no=12551
,1995-07-19,,woo hyeok choi,최우혁,Woo-Hyuk Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=13111
,2005-11-27,,woo hyeon lee,이우현,Woo-hyun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=16126
,2002-08-09,,woo in choi,최우인,Woo-in Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14818
,1997-11-16,,woo jae shin,신우재,Woo-Jae Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=16011
,2005-07-22,,woo jin ahn,안우진,Woo-jin Ahn,https://statiz.sporki.com/player/?m=playerinfo&p_no=16096
,2002-09-22,,woo jun jang,장우준,Woo-Jun Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=14857
,1988-09-07,,woo ram jang,장우람,Woo-Ram Jang,https://statiz.sporki.com/player/?m=playerinfo&p_no=10889
,1999-10-05,,woo seok jeong,정우석,Woo-Suk Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=13078
,1993-08-11,,woo seok song,송우석,Woo-Seok Song,https://statiz.sporki.com/player/?m=playerinfo&p_no=11124
,2002-04-11,,woo seong jeong,정우성,Woo-Sung Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15618
,1988-07-06,,woo yang jeong,정우양,Woo-Yang Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=10724
,1988-08-19,,woong han lee,이웅한,Woong-Han Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10292
,1996-05-26,,woong heo,허웅,Woong Heo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11367
,1993-12-16,,woong kim,김웅,Woong Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=10847
,1989-02-26,,yang sik moon,문양식,Yang-sik Moon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10826
,2001-01-23,,yang soo kim,김양수,Yang-soo Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14645
,1993-05-08,,yang woo lee,이양우,Yang-Woo Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10811
,1997-11-23,,ye chan lee,이예찬,Ye-chan Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=12602
,2004-10-28,,ye jun kim,김예준,Ye-Jun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15431
,1996-03-12,,yee kyeong choi,최이경,Yee-kyung Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=14715
,1998-08-14,,yeon je jeong,정연제,Yeon-Je Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=14850
,1996-12-20,,yeon jun kim,김연준,Yeon-Jun Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14825
,1999-06-11,,yeon jun lee,김연준,Yeon-Jun Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14123
,2001-02-11,,yeon wook han,한연욱,Yeon-Wook Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=14664
,1999-08-14,,yeong chan ko,고영찬,Young-Chan Ko,https://statiz.sporki.com/player/?m=playerinfo&p_no=14719
,1977-12-03,,yeong choul kwon,권영철,Young-Choul Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=11447
,1995-05-03,,yeong ha lee,이용하,Young-Ha Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=11223
,1993-10-10,,yeong ha yoo,유영하,Young-Ha Yoo,https://statiz.sporki.com/player/?m=playerinfo&p_no=11241
,1996-05-22,,yeong han kim,김영한,Young-Han Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=13239
,1993-04-21,,yeong il kim,김영일,Young-il Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12591
,2000-01-18,,yeong jae ko,고영재,Young-Jae Gp,https://statiz.sporki.com/player/?m=playerinfo&p_no=15629
,2002-01-11,,yeong jae lee,이영재,Young-Jae Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=14826
,1987-12-30,,yeong jae shin,신영재,Young-Jae Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10845
,1998-04-27,,yeong jeong kim,김영중,Young-Jung  Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12853
,1985-09-30,,yeong jin doo,두영진,Yeong-Jin Do,https://statiz.sporki.com/player/?m=playerinfo&p_no=11107
,2001-02-28,,yeong jin ha,하영진,Young-Jin Ha,https://statiz.sporki.com/player/?m=playerinfo&p_no=14671
,1988-04-24,,yeong joon kwon,권영준,Young-Jun Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10893
,1992-07-25,,yeong ki lee,이영기,Young-Ki Lee,https://statiz.sporki.com/player/?m=playerinfo&p_no=10771
,1998-02-05,,yeong kwang jeong,정영광,Young-Kwang Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=13274
,1991-11-03,,yeong kwang kim,김영광,Young-Kwang Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=11256
,2004-07-28,,yeong tak seong,성영탁,Yeong-tak Sung,https://statiz.sporki.com/player/?m=playerinfo&p_no=16085
,2000-08-23,,yeong wook oh,오영욱,Yeong-Wook Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=14167
,1994-03-23,,yeong woong cheon,천영웅,Young-Ung Cheon,https://statiz.sporki.com/player/?m=playerinfo&p_no=11096
,2000-03-07,,yi hwang jeong,정이황,Yi-Hwang Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=14127
,1989-05-14,,yo han yoon,윤요한,Yo-han Yoon,https://statiz.sporki.com/player/?m=playerinfo&p_no=10214
,2002-11-29,,yong ha choi,최용하,Yong-Ha Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=15080
,1994-06-30,,yong in kim,김용인,Yong-in Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=12868
,1989-07-26,,yong jea hong,홍재용,Yong-jea Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=11417
,2003-06-05,,yong joo heo,허용주,Heo Yong-Joo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15491
,2000-02-15,,yong jun sohn,손용준,Yong-jun Son,https://statiz.sporki.com/player/?m=playerinfo&p_no=16014
,1996-01-01,,yong keun cho,조용근,Yong-Geun Cho,https://statiz.sporki.com/player/?m=playerinfo&p_no=14670
,1998-11-18,,yong ki na,나용기,Yong-Gi Na,https://statiz.sporki.com/player/?m=playerinfo&p_no=14186
,1999-03-20,,yong min park,박용민,Yong-Min Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=13163
,1993-04-04,,yong seung shin,신용승,Yong-Seung Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10905
,2003-05-02,,yong wan kim,김용완,Yong-Wahn Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=15054
,1993-03-17,,yong woo kwon,권용우,Yong-Woo Gwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=12582
,1999-02-03,,yong wook park,박용욱,Yong-Wook Park,https://statiz.sporki.com/player/?m=playerinfo&p_no=14201
,2003-05-05,,yoo bin choi,최유빈,Yu-Bin Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=15033
,1988-11-16,,yoo cheol jeong,정유철,Yoo-Chul Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=11418
,2003-01-18,,yoo min kim,김유민,Yu-Min Kim,https://statiz.sporki.com/player/?m=playerinfo&p_no=14842
,1990-03-20,,yoo sang hong,홍유상,Yu-Sang Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=13255
,2002-07-17,,yoo seok jeong,정유석,Yu-Seok Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=15105
,1993-03-25,,yoo seong noh,노유성,Yoo-Sung Noh,https://statiz.sporki.com/player/?m=playerinfo&p_no=12580
,2000-08-17,,yoo shin seo,서유신,Yu-shin Seo,https://statiz.sporki.com/player/?m=playerinfo&p_no=15483
,1993-04-21,,yoo sik kwon,권유식,Yoo-sik Kwon,https://statiz.sporki.com/player/?m=playerinfo&p_no=13181
,2005-05-17,,yoo won hong,홍유원,Yu-won Hong,https://statiz.sporki.com/player/?m=playerinfo&p_no=16055
,1993-06-03,,yoo won shin,신유원,Yu-Won Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=10872
,2004-04-08,,yool nam,남율,Yu Naml,https://statiz.sporki.com/player/?m=playerinfo&p_no=15517
,1989-10-24,,yoon cheol choi,최윤철,Choi Yun-Cheol,https://statiz.sporki.com/player/?m=playerinfo&p_no=10813
,2004-09-08,,yoon ho shin,신윤호,Yoon-Ho Shin,https://statiz.sporki.com/player/?m=playerinfo&p_no=15500
,1997-10-30,,yoon ji,지윤,Yoon Ji,https://statiz.sporki.com/player/?m=playerinfo&p_no=12891
,1988-07-22,,yoon ki han,한윤기,Yoon-Gi Han,https://statiz.sporki.com/player/?m=playerinfo&p_no=11143
,1999-09-28,,yoon sang noh,노윤상,Yoon-Sang Noh,https://statiz.sporki.com/player/?m=playerinfo&p_no=13196
,1996-05-28,,yoon seok oh,오윤석,Yoon-Suk Oh,https://statiz.sporki.com/player/?m=playerinfo&p_no=14203
,2005-06-11,,yul ki sohn,손율기,Yul-gi Son,https://statiz.sporki.com/player/?m=playerinfo&p_no=16074
,1998-02-12,,yun ho jeong,정윤호,Yun-Ho Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=12857
,1998-01-19,,yun hwan jeong,정윤환,Yun-Hwan Jung,https://statiz.sporki.com/player/?m=playerinfo&p_no=12915
,1993-06-07,,yun jun pang,방윤준,Yun-jun Bang,https://statiz.sporki.com/player/?m=playerinfo&p_no=12588
,2003-03-21,,yun seo choi,최윤서,Yun-seo Choi,https://statiz.sporki.com/player/?m=playerinfo&p_no=16030
